Invoice No,Part No,Description,Invoice Date,User Type,Order Qty,Ship Qty,B/O,Unit Price,Extended price,U/M,Tax 01,Tax 02,Unit Cost (Average),Margin % (Average),Unit Cost (Current),Margin % (Current),Discount,Territory,Salesperson,Salesperson Name,Currency,Product Code,Ship Date,Required Date,Warehouse
1000585859,FK0554 _M,Adidas Women's Y-Tank Top (Black),2020/09/15,,1,1,0,49.45,49.45,EACH,TRUE,TRUE,18.02,63.56,16.8,66,0,1,8,Amazon.com,USD,WTM,,2020/09/15,1
1000582974,2041A073-001_M,Asics Men's Club 7 Inch Shorts (Black),2020/09/06,,1,1,0,65,65,EACH,TRUE,TRUE,19.36,70.22,19.36,70,0,1,8,Amazon.com,USD,MSM,,2020/09/06,1
1000587473,2041A073-418_M,Asics Men's Club 7 Inch Shorts (Blue),2020/09/17,,1,1,0,65,65,EACH,TRUE,TRUE,19.36,70.22,19.36,70,0,1,8,Amazon.com,USD,MSM,,2020/09/17,1
1000581641,2041A061-029_XL,Asics Men's Club Graphic Short Sleeve Top (Grey/Black),2020/09/08,,1,1,0,45,45,EACH,TRUE,TRUE,21.12,53.07,21.12,53,0,1,8,Amazon.com,USD,MTXL,,2020/09/08,1
1000588459,2041A060-029_XL,Asics Men's Club Graphic Shorts (Grey/Black),2020/09/27,,1,1,0,50,50,EACH,TRUE,TRUE,21.12,57.76,21.12,58,0,1,8,Amazon.com,USD,MSXL,2020/09/28,2020/09/27,1
1000584826,2041A086-001_L,Asics Men's Club Polo (Black),2020/09/17,,1,1,0,35.95,35.95,EACH,TRUE,TRUE,18.92,47.37,18.92,47,0,1,8,Amazon.com,USD,MTL,2020/09/18,2020/09/17,1
1000579504,2041A037-001_L,Asics Men's Club Short Sleeve Top (Black),2020/09/02,,1,1,0,32,32,EACH,TRUE,TRUE,19.36,39.5,19.36,40,0,1,8,Amazon.com,USD,MTL,,2020/09/02,1
1000581184,2041A072-002_M,Asics Men's Club Shorts (Performance Black),2020/09/07,,1,1,0,39.95,39.95,EACH,TRUE,TRUE,19.36,51.54,19.36,52,0,1,8,Amazon.com,USD,MSM,,2020/09/07,1
1000582509,2041A072-100_S,Asics Men's Club Shorts (White),2020/09/10,,1,1,0,45,45,EACH,TRUE,TRUE,19.36,56.98,19.36,57,0,1,8,Amazon.com,USD,MSS,2020/09/11,2020/09/10,1
1000588280,2041A041-409_XL,Asics Men's Elite 7 Inch Short (Blue),2020/09/19,,1,1,0,51.95,51.95,EACH,TRUE,TRUE,22.88,55.96,22.88,56,0,1,8,Amazon.com,USD,MSXL,,2020/09/19,1
1000581041,2041A069-400_L,Asics Men's Practice Graphic Short Sleeve (Blue),2020/09/04,,1,1,0,32.95,32.95,EACH,TRUE,TRUE,14.08,57.27,14.08,57,0,1,8,Amazon.com,USD,MTL,,2020/09/04,1
1000582485,2041A069-400_L,Asics Men's Practice Graphic Short Sleeve (Blue),2020/09/10,,1,1,0,32.95,32.95,EACH,TRUE,TRUE,14.08,57.27,14.08,57,0,1,8,Amazon.com,USD,MTL,2020/09/11,2020/09/10,1
1000578589,2041A069-400_L,Asics Men's Practice Graphic Short Sleeve (Blue),2020/09/01,,1,1,0,32.95,32.95,EACH,TRUE,TRUE,14.08,57.27,14.08,57,0,1,8,Amazon.com,USD,MTL,,2020/09/01,1
1000586698,2041A069-400_XL,Asics Men's Practice Graphic Short Sleeve (Blue),2020/09/21,,1,1,0,32.95,32.95,EACH,TRUE,TRUE,14.08,57.27,14.08,57,0,1,8,Amazon.com,USD,MTXL,,2020/09/21,1
1000579122,2041A069-100_L,Asics Men's Practice Graphic Short Sleeve (White),2020/09/01,,1,1,0,32,32,EACH,TRUE,TRUE,14.08,56,14.08,56,0,1,8,Amazon.com,USD,MTL,,2020/09/01,1
1000581041,2041A090-100_L,Asics Men's Practice Graphic Top (White),2020/09/04,,1,1,0,27.95,27.95,EACH,TRUE,TRUE,13.76,50.77,13.76,51,0,1,8,Amazon.com,USD,MTL,,2020/09/04,1
1000581146,2041A033-010_L,Asics Men's Practice Short Sleeve Top (Black/Yellow),2020/09/06,,1,1,0,27.95,27.95,EACH,TRUE,TRUE,14.08,49.62,14.08,50,0,1,8,Amazon.com,USD,MTL,,2020/09/06,1
1000588797,2041A033-100_L,Asics Men's Practice Short Sleeve Top (White/Grey),2020/09/28,,1,1,0,34.95,34.95,EACH,TRUE,TRUE,14.08,59.71,14.08,60,0,1,8,Amazon.com,USD,MTL,2020/09/29,2020/09/28,1
1000588293,2041A033-100_L,Asics Men's Practice Short Sleeve Top (White/Grey),2020/09/16,,1,1,0,34.95,34.95,EACH,TRUE,TRUE,14.08,59.71,14.08,60,0,1,8,Amazon.com,USD,MTL,,2020/09/16,1
1000581145,2041A033-100_L,Asics Men's Practice Short Sleeve Top (White/Grey),2020/09/06,,1,1,0,34.95,34.95,EACH,TRUE,TRUE,14.08,59.71,14.08,60,0,1,8,Amazon.com,USD,MTL,,2020/09/06,1
1000581118,2041A079-400_XL,Asics Men's Short Sleeve Top (Blue),2020/09/06,,1,1,0,47.95,47.95,EACH,TRUE,TRUE,24.08,49.78,24.08,50,0,1,8,Amazon.com,USD,MTXL,,2020/09/06,1
1000582450,2041A078-400_L,Asics Men's Tennis Polo (Blue),2020/09/10,,1,1,0,47.95,47.95,EACH,TRUE,TRUE,24.08,49.78,24.08,50,0,1,8,Amazon.com,USD,MTL,,2020/09/10,1
1000582349,2041A078-400_M,Asics Men's Tennis Polo (Blue),2020/09/09,,1,1,0,47.95,47.95,EACH,TRUE,TRUE,24.08,49.78,24.08,50,0,1,8,Amazon.com,USD,MTM,,2020/09/09,1
1000579085,3043A022-100_L,Asics Performance Cap (White),2020/09/01,,1,1,0,28,28,EACH,TRUE,TRUE,12.32,56,12.32,56,0,1,8,Amazon.com,USD,CAP,,2020/09/01,1
1000586418,2042A049-001_S,Asics Women's Club Skort (Black),2020/09/22,,1,1,0,45,45,EACH,TRUE,TRUE,17.6,60.89,17.6,61,0,1,8,Amazon.com,USD,WSKS,2020/09/23,2020/09/22,1
1000586493,2042A049-001_XS,Asics Women's Club Skort (Black),2020/09/22,,1,1,0,45,45,EACH,TRUE,TRUE,17.6,60.89,17.6,61,0,1,8,Amazon.com,USD,WSKXS,2020/09/23,2020/09/22,1
1000584815,2042A049-001_S,Asics Women's Club Skort (Black),2020/09/17,,1,1,0,45,45,EACH,TRUE,TRUE,17.6,60.89,17.6,61,0,1,8,Amazon.com,USD,WSKS,2020/09/18,2020/09/17,1
1000587279,2042A050-412_XS,Asics Women's Club Tank Top (Blue),2020/09/24,,1,1,0,40,40,EACH,TRUE,TRUE,17.6,56,17.6,56,0,1,8,Amazon.com,USD,WTXS,2020/09/24,2020/09/24,1
1000580150,2042A050-412_M,Asics Women's Club Tank Top (Blue),2020/09/02,,1,1,0,40,40,EACH,TRUE,TRUE,17.6,56,17.6,56,0,1,8,Amazon.com,USD,WTM,,2020/09/02,1
1000582523,2042A046-705_S,Asics Women's Gel Cool Tank Top (Laser Pink),2020/09/10,,1,1,0,44.95,44.95,EACH,TRUE,TRUE,24.64,45.18,24.64,45,0,1,8,Amazon.com,USD,WTS,2020/09/11,2020/09/10,1
1000581057,5US18221-2006,Babolat Basic Logo Hat (Black),2020/09/05,,1,1,0,20,20,EACH,TRUE,TRUE,9,55,9,55,0,1,8,Amazon.com,USD,CAP,,2020/09/05,1
1000581114,5US18221-2006,Babolat Basic Logo Hat (Black),2020/09/06,,1,1,0,20,20,EACH,TRUE,TRUE,9,55,9,55,0,1,8,Amazon.com,USD,CAP,,2020/09/06,1
1000586752,5US18221-2006,Babolat Basic Logo Hat (Black),2020/09/21,,1,1,0,20,20,EACH,TRUE,TRUE,9,55,9,55,0,1,8,Amazon.com,USD,CAP,,2020/09/21,1
1000583174,41S1319-156-M,Babolat Women's Performance Dress (Pink),2020/09/12,,1,1,0,35.29,35.29,EACH,TRUE,TRUE,9,74.5,9,74,0,1,8,Amazon.com,USD,WDM,,2020/09/12,1
1000585511,41S1319-156-M,Babolat Women's Performance Dress (Pink),2020/09/16,,1,1,0,35.29,35.29,EACH,TRUE,TRUE,9,74.5,9,74,0,1,8,Amazon.com,USD,WDM,,2020/09/16,1
1000581062,41S1319-156-M,Babolat Women's Performance Dress (Pink),2020/09/06,,1,1,0,35.29,35.29,EACH,TRUE,TRUE,9,74.5,9,74,0,1,8,Amazon.com,USD,WDM,,2020/09/06,1
1000586449,41S1319-156-M,Babolat Women's Performance Dress (Pink),2020/09/22,,1,1,0,35.29,35.29,EACH,TRUE,TRUE,9,74.5,9,74,0,1,8,Amazon.com,USD,WDM,2020/09/23,2020/09/22,1
1000587982,41S1220-105-XS,Babolat Women's Performance Skirt (Black),2020/09/26,,1,1,0,28.23,28.23,EACH,TRUE,TRUE,7.2,74.5,7.2,74,0,1,8,Amazon.com,USD,WSKXS,,2020/09/26,1
1000581643,5WS18231-4000,Babolat Women's Visor (Blue),2020/09/08,,1,1,0,20,20,EACH,TRUE,TRUE,7.2,64,7.2,64,0,1,8,Amazon.com,USD,CAP,,2020/09/08,1
1000581032,811211-WH-XL,Head Men's Club Bermuda Shorts (White),2020/09/04,,1,1,0,19.95,19.95,EACH,TRUE,TRUE,4.8,75.94,4.8,76,0,1,8,Amazon.com,USD,MSXL,,2020/09/04,1
1000585492,WRA751401_L,"Wilson Boy's SP Outline 7"" Tennis Shorts White/Grey",2020/09/21,,1,1,0,0,0,EACH,TRUE,TRUE,4,,4,,0,1,8,Amazon.com,USD,BSL,,2020/08/19,1
1000583063,WRA751401_M,"Wilson Boy's SP Outline 7"" Tennis Shorts White/Grey",2020/09/11,,1,1,0,16.95,16.95,EACH,TRUE,TRUE,4,76.4,4,76,0,1,8,Amazon.com,USD,BSM,,2020/09/11,1
1000579045,WRA753602SM,"Wilson Girl's Core 11"" Skirt (White)",2020/09/01,,1,1,0,29.95,29.95,EACH,TRUE,TRUE,14.08,52.99,14.08,53,0,1,8,Amazon.com,USD,GSKS,,2020/09/01,1
1000585543,WRA740602_XXL,Wilson Men's Full Zip Hoodie Heather Grey,2020/09/20,,1,1,0,19.99,19.99,EACH,TRUE,TRUE,4,79.99,4,80,0,1,8,Amazon.com,USD,MTXXL,,2020/09/20,1
1000587403,WRA740602_XXL,Wilson Men's Full Zip Hoodie Heather Grey,2020/09/25,,1,1,0,0,0,EACH,TRUE,TRUE,4,,4,,0,1,8,Amazon.com,USD,MTXXL,,2020/09/25,1
1000581042,WRA1303009000XX,Wilson Men's Performance Polo Wilson Red/White,2020/09/04,,1,1,0,21.95,21.95,EACH,TRUE,TRUE,3.2,85.42,3.2,85,0,1,8,Amazon.com,USD,MTXXL,,2020/09/04,1
1000588320,WRA1315009000_M,Wilson Men's Woven Warm Up,2020/09/15,,1,1,0,79.95,79.95,EACH,TRUE,TRUE,8,89.99,8,90,0,1,8,Amazon.com,USD,MTSM,,2020/09/15,1
1000581048,WRA1315001000XX,Wilson Men's Woven Warm Up,2020/09/05,,1,1,0,75.95,75.95,EACH,TRUE,TRUE,3.2,95.79,3.2,96,0,1,8,Amazon.com,USD,MTSXXL,,2020/09/05,1
1000588452,WR5005009,Wilson Rush Knit Visor Ultra Lite (White),2020/09/27,,1,1,0,18,18,EACH,TRUE,TRUE,8.45,53.06,8.45,53,0,1,8,Amazon.com,USD,CAP,2020/09/28,2020/09/27,1
1000587778,WRA775401SMD,Wilson Women's Competition Woven 3.5 Short (Holly),2020/09/24,,1,1,0,14.95,14.95,EACH,TRUE,TRUE,4,73.24,4,73,0,1,8,Amazon.com,USD,WSM,2020/09/25,2020/09/24,1
1000585518,WRA764402MD,"Wilson Women's Condition 13.5"" Skirt (White)",2020/09/18,,1,1,0,39.95,39.95,EACH,TRUE,TRUE,20.42,48.89,20.42,49,0,1,8,Amazon.com,USD,WSKM,,2020/09/18,1
1000587828,WRA750202_S,Wilson Women's Core Classic Tank White,2020/09/25,,1,1,0,19.95,19.95,EACH,TRUE,TRUE,4,79.95,4,80,0,1,8,Amazon.com,USD,WTS,,2020/09/25,1
1000581038,WRA348901XL,Wilson Women's Hall of Fame Dress White/Kiwi,2020/09/04,,1,1,0,16.95,16.95,EACH,TRUE,TRUE,3.2,81.12,3.2,81,0,1,8,Amazon.com,USD,WDXL,,2020/09/04,1
1000585543,WRA766703SMD,Wilson Women's Team Script Fz Hoody Blue Depth/W M,2020/09/20,,1,1,0,20.95,20.95,EACH,TRUE,TRUE,4,80.91,4,81,0,1,8,Amazon.com,USD,WTLSM,,2020/09/20,1
1000587772,WRA763601_L,"Wilson Women's UWII Perf 12.5"" Skirt Mazarine Blue/Blue",2020/09/24,,1,1,0,19.95,19.95,EACH,TRUE,TRUE,4,79.95,4,80,0,1,8,Amazon.com,USD,WSKL,2020/09/25,2020/09/24,1
1000581621,WRA763601_L,"Wilson Women's UWII Perf 12.5"" Skirt Mazarine Blue/Blue",2020/09/08,,1,1,0,19.95,19.95,EACH,TRUE,TRUE,4,79.95,4,80,0,1,8,Amazon.com,USD,WSKL,,2020/09/08,1
1000581237,WRA763601_L,"Wilson Women's UWII Perf 12.5"" Skirt Mazarine Blue/Blue",2020/09/07,,1,1,0,19.95,19.95,EACH,TRUE,TRUE,4,79.95,4,80,0,1,8,Amazon.com,USD,WSKL,,2020/09/07,1
1000587910,WRA770703SMD,Wilson Youth Team Script Tech Tee A Toucan/Wh M,2020/09/26,,1,1,0,16.95,16.95,EACH,TRUE,TRUE,4,76.4,4,76,0,1,8,Amazon.com,USD,BTM,,2020/09/26,1
1000586696,40000LD,Yonex Lin Dan Exclusive Cap (Black),2020/09/21,,1,1,0,19.99,19.99,EACH,TRUE,TRUE,12.8,35.97,12.8,36,0,1,8,Amazon.com,USD,CAP,,2020/09/21,1
1000585269,DU2490_S,adidas Boy's Club 3 Stripe Short (Black/White),2020/09/11,,2,2,0,29.95,59.9,EACH,TRUE,TRUE,15.04,49.78,15.04,50,0,1,8,Amazon.com,USD,BSS,,2020/09/11,1
1000581117,DU2490_L,adidas Boy's Club 3 Stripe Short (Black/White),2020/09/06,,2,2,0,29.95,59.9,EACH,TRUE,TRUE,15.04,49.78,15.04,50,0,1,8,Amazon.com,USD,BSL,,2020/09/06,1
1000587705,DU2490_XL,adidas Boy's Club 3 Stripe Short (Black/White),2020/09/24,,2,2,0,29.95,59.9,EACH,TRUE,TRUE,15.04,49.78,15.04,50,0,1,8,Amazon.com,USD,BSXL,2020/09/25,2020/09/24,1
1000587762,DQ1602_M,Adidas by Stella McCartney Women's Skirt (White),2020/09/24,,2,2,0,59.95,119.9,EACH,TRUE,TRUE,31.96,46.69,31.96,47,0,1,8,Amazon.com,USD,CLOTHING,2020/09/25,2020/09/24,1
1000581259,DX0476_M,adidas Men's Club 7 Inch Shorts (Black/White),2020/09/07,,2,2,0,44.95,89.9,EACH,TRUE,TRUE,20.68,53.99,20.68,54,0,1,8,Amazon.com,USD,MSM,,2020/09/07,1
1000581629,EA3116_M,adidas Women's Stella McCartney Skirt (White),2020/09/08,,2,2,0,79.95,159.9,EACH,TRUE,TRUE,26.4,66.98,26.4,67,0,1,8,Amazon.com,USD,WSKM,,2020/09/08,1
1000587796,2041A073-001_L,Asics Men's Club 7 Inch Shorts (Black),2020/09/25,,2,2,0,65,130,EACH,TRUE,TRUE,19.36,70.22,19.36,70,0,1,8,Amazon.com,USD,MSL,2020/09/25,2020/09/25,1
1000588279,2041A072-002_S,Asics Men's Club Shorts (Performance Black),2020/09/15,,2,2,0,39.95,79.9,EACH,TRUE,TRUE,19.36,51.54,19.36,52,0,1,8,Amazon.com,USD,MSS,,2020/09/15,1
1000581128,DU0874_XL,adidas Men's Club 3 Stripe 9 Inch Shorts (Black/White),2020/09/06,,3,3,0,35.36,106.08,EACH,TRUE,TRUE,20.68,41.52,20.68,42,0,1,8,Amazon.com,USD,MTXL,,2020/09/06,1
1000588571,EA3116_M,adidas Women's Stella McCartney Skirt (White),2020/09/27,,3,3,0,79.95,239.85,EACH,TRUE,TRUE,26.4,66.98,26.4,67,0,1,8,Amazon.com,USD,WSKM,2020/09/28,2020/09/27,1
1000587757,WRA729401_SM,Wilson Boy's Rush Plaid 8 Short White,2020/09/27,,1,1,0,9.95,9.95,EACH,TRUE,FALSE,4,59.8,4,60,0,,7,Ebay,USD,BSS,,2020/09/27,1
1000581755,DU2490_M,adidas Boy's Club 3 Stripe Short (Black/White),2020/09/10,In-Store,1,1,0,39.95,39.95,EACH,TRUE,TRUE,18.8,52.94,18.8,53,0,,99,Toronto Store,,BSM,,2020/09/10,1
1000581755,DU2489_M,adidas Boy's Club 3 Stripe Short (White/Black),2020/09/10,In-Store,1,1,0,39.95,39.95,EACH,TRUE,TRUE,18.8,52.94,18.8,53,0,,99,Toronto Store,,BSM,,2020/09/10,1
1000581755,DU2487_M,adidas Boy's Club 3 Stripe Top (Black/White),2020/09/10,In-Store,1,1,0,39.95,39.95,EACH,TRUE,TRUE,18.8,52.94,18.8,53,0,,99,Toronto Store,,BTM,,2020/09/10,1
1000582097,DQ1602_M,Adidas by Stella McCartney Women's Skirt (White),2020/09/11,In-Store,1,1,0,59.5,59.5,EACH,TRUE,TRUE,39.95,32.86,39.95,33,0,1,99,Toronto Store,,CLOTHING,,2020/09/11,1
1000579848,DU2454_S,Adidas Club Girl's Tank White,2020/09/05,,1,1,0,29.95,29.95,EACH,TRUE,TRUE,18.8,37.23,18.8,37,0,,99,Toronto Store,,GTS,,2020/09/05,1
1000579848,FK7146_M,adidas Girl's Club Skirt (Black/Silver/White),2020/09/05,,1,1,0,39.95,39.95,EACH,TRUE,TRUE,18.8,52.94,18.8,53,0,,99,Toronto Store,,GSKM,,2020/09/05,1
1000585375,FK7146_M,adidas Girl's Club Skirt (Black/Silver/White),2020/09/19,,1,1,0,33.9575,33.96,EACH,TRUE,TRUE,18.8,44.64,18.8,45,15,1,99,Toronto Store,,GSKM,,2020/09/19,1
1000580936,FU0833_XS,adidas Girl's Club Tank Top (Red),2020/09/09,,1,1,0,39.95,39.95,EACH,TRUE,TRUE,18.8,52.94,18.8,53,0,,99,Toronto Store,,GTXS,,2020/09/09,1
1000583774,DU1577_S,adidas Men's 4KRFT Sport Woven 8 Inch Shorts (Black),2020/09/15,,1,1,0,41.95,41.95,EACH,TRUE,TRUE,19.74,52.94,19.74,53,0,,99,Toronto Store,,MSS,,2020/09/15,1
1000587457,DU1577_L,adidas Men's 4KRFT Sport Woven 8 Inch Shorts (Black),2020/09/25,,1,1,0,41.95,41.95,EACH,TRUE,TRUE,17.64,57.95,17.64,58,0,,99,Toronto Store,,MSL,,2020/09/25,1
1000585280,DU1577_M,adidas Men's 4KRFT Sport Woven 8 Inch Shorts (Black),2020/09/19,,1,1,0,41.95,41.95,EACH,TRUE,TRUE,17.64,57.95,17.64,58,0,,99,Toronto Store,,MSM,,2020/09/19,1
1000579899,BP7729_S,Adidas Men's Climachill Polo (White/Black),2020/09/05,,1,1,0,34.95,34.95,EACH,TRUE,TRUE,30.55,12.59,30.55,13,0,,99,Toronto Store,,MTS,,2020/09/05,1
1000587408,DU0874_M,adidas Men's Club 3 Stripe 9 Inch Shorts (Black/White),2020/09/25,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MTM,,2020/09/25,1
1000582305,DU0874_L,adidas Men's Club 3 Stripe 9 Inch Shorts (Black/White),2020/09/12,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MTL,,2020/09/12,1
1000585280,DU0874_M,adidas Men's Club 3 Stripe 9 Inch Shorts (Black/White),2020/09/19,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MTM,,2020/09/19,1
1000587026,DU0875_L,adidas Men's Club 3 Stripe 9 Inch Shorts (Blue/White),2020/09/23,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MTL,,2020/09/23,1
1000586259,DU0875_S,adidas Men's Club 3 Stripe 9 Inch Shorts (Blue/White),2020/09/22,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MTS,,2020/09/22,1
1000586730,DU0875_M,adidas Men's Club 3 Stripe 9 Inch Shorts (Blue/White),2020/09/23,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MTM,,2020/09/23,1
1000579710,DU0875_M,adidas Men's Club 3 Stripe 9 Inch Shorts (Blue/White),2020/09/04,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MTM,,2020/09/04,1
1000582305,DU0875_L,adidas Men's Club 3 Stripe 9 Inch Shorts (Blue/White),2020/09/12,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MTL,,2020/09/12,1
1000587634,DU0875_XL,adidas Men's Club 3 Stripe 9 Inch Shorts (Blue/White),2020/09/26,In-Store,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,1,99,Toronto Store,,MTXL,,2020/09/26,1
1000579737,DP0302_S,adidas Men's Club 3 Stripe 9 Inch Shorts (White/Black),2020/09/04,In-Store,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MTS,,2020/09/04,1
1000582305,DP0302_L,adidas Men's Club 3 Stripe 9 Inch Shorts (White/Black),2020/09/12,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MTL,,2020/09/12,1
1000579737,DU0858_S,Adidas Men's Club 3 Stripe T-Shirt (Conavy/White),2020/09/04,In-Store,1,1,0,49.95,49.95,EACH,TRUE,TRUE,25.85,48.25,25.85,48,0,,99,Toronto Store,,MTS,,2020/09/04,1
1000579737,DP2875_S,Adidas Men's Club 3 Stripe T-Shirt (White/Black),2020/09/04,In-Store,1,1,0,49.95,49.95,EACH,TRUE,TRUE,25.85,48.25,25.85,48,0,,99,Toronto Store,,MTS,,2020/09/04,1
1000584251,DP2875_M,Adidas Men's Club 3 Stripe T-Shirt (White/Black),2020/09/16,In-Store,1,1,0,49.95,49.95,EACH,TRUE,TRUE,25.85,48.25,25.85,48,0,1,99,Toronto Store,,MTM,,2020/09/16,1
1000582305,GI9289_M,adidas Men's Club 3 Stripe Top (Power Pink),2020/09/12,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MTM,,2020/09/12,1
1000579857,FU0900_XL,adidas Men's Club SW Short 7 Inches (Tecind),2020/09/05,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MSXL,,2020/09/05,1
1000584438,FU0900_XL,adidas Men's Club SW Short 7 Inches (Tecind),2020/09/18,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MSXL,,2020/09/18,1
1000582305,FU0900_L,adidas Men's Club SW Short 7 Inches (Tecind),2020/09/12,,1,1,0,54.95,54.95,EACH,TRUE,TRUE,25.85,52.96,25.85,53,0,,99,Toronto Store,,MSL,,2020/09/12,1
1000582039,FT6120-7_S,adidas Men's Ergo Short 7 Inch  (Black),2020/09/11,,1,1,0,69.95,69.95,EACH,TRUE,TRUE,32.9,52.97,32.9,53,0,,99,Toronto Store,,MSS,,2020/09/11,1
1000582300,FT6120-9_S,adidas Men's Ergo Short 9 Inch (Black),2020/09/12,In-Store,1,1,0,69.95,69.95,EACH,TRUE,TRUE,32.9,52.97,32.9,53,0,,99,Toronto Store,,MSS,,2020/09/12,1
1000587058,FT6120-9_L,adidas Men's Ergo Short 9 Inch (Black),2020/09/23,,1,1,0,69.95,69.95,EACH,TRUE,TRUE,32.9,52.97,32.9,53,0,,99,Toronto Store,,MSL,,2020/09/23,1
1000584251,FT6120-9_M,adidas Men's Ergo Short 9 Inch (Black),2020/09/16,In-Store,1,1,0,69.95,69.95,EACH,TRUE,TRUE,32.9,52.97,32.9,53,0,1,99,Toronto Store,,MSM,,2020/09/16,1
1000582305,GG3746_M,adidas Men's Freelift Print HR Top (Black),2020/09/12,,1,1,0,84.95,84.95,EACH,TRUE,TRUE,39.95,52.97,39.95,53,0,,99,Toronto Store,,MTM,,2020/09/12,1
1000579737,FL4634_S,adidas Men's Freelift Sport Prime Heather Top (Grey/White),2020/09/04,In-Store,1,1,0,29.95,29.95,EACH,TRUE,TRUE,14.1,52.92,14.1,53,0,,99,Toronto Store,,MTS,,2020/09/04,1
1000582097,FL4634_L,adidas Men's Freelift Sport Prime Heather Top (Grey/White),2020/09/11,In-Store,1,1,0,29.95,29.95,EACH,TRUE,TRUE,14.1,52.92,14.1,53,0,1,99,Toronto Store,,MTL,,2020/09/11,1
1000579737,GC8385_S,adidas Men's Freelift Sport Prime Heather Top (Legred),2020/09/04,In-Store,1,1,0,29.95,29.95,EACH,TRUE,TRUE,14.1,52.92,14.1,53,0,,99,Toronto Store,,MTS,,2020/09/04,1
1000582097,GC8385_L,adidas Men's Freelift Sport Prime Heather Top (Legred),2020/09/11,In-Store,1,1,0,29.95,29.95,EACH,TRUE,TRUE,14.1,52.92,14.1,53,0,1,99,Toronto Store,,MTL,,2020/09/11,1
1000579957,DU1374_L,adidas Men's Freelift Sport Prime Lite Top (Black),2020/09/05,In-Store,1,1,0,29.95,29.95,EACH,TRUE,TRUE,14.1,52.92,14.1,53,0,1,99,Toronto Store,,MTL,,2020/09/05,1
1000579857,FR4346_XL,adidas Men's Freelift Top (Grey),2020/09/05,,1,1,0,59.95,59.95,EACH,TRUE,TRUE,28.2,52.96,28.2,53,0,,99,Toronto Store,,MTXL,,2020/09/05,1
1000579748,FR4346_XL,adidas Men's Freelift Top (Grey),2020/09/04,In-Store,1,1,0,59.95,59.95,EACH,TRUE,TRUE,28.2,52.96,28.2,53,0,1,99,Toronto Store,,MTXL,,2020/09/04,1
1000583861,FP7969_L,adidas Men's Freelift Top (White),2020/09/16,,1,1,0,42.95,42.95,EACH,TRUE,TRUE,18,58.09,18,58,0,,99,Toronto Store,,MTL,,2020/09/16,1
1000584258,FP7969_L,adidas Men's Freelift Top (White),2020/09/16,,1,1,0,42.95,42.95,EACH,TRUE,TRUE,18,58.09,18,58,0,,99,Toronto Store,,MTL,,2020/09/16,1
1000583677,EA3166_M,adidas Men's Stella McCartney Shorts (White),2020/09/15,In-Store,1,1,0,50.95,50.95,EACH,TRUE,TRUE,25.5,49.95,25.5,50,0,,99,Toronto Store,,MSM,,2020/09/15,1
1000583973,FK0912,adidas Tennis Wristband (Black),2020/09/16,,1,1,0,14.95,14.95,EACH,TRUE,TRUE,7.05,52.84,7.05,53,0,,99,Toronto Store,,WRISTBND,,2020/09/16,1
1000587050,FK0911,adidas Tennis Wristband (White),2020/09/23,,1,1,0,14.95,14.95,EACH,TRUE,TRUE,7.05,52.84,7.05,53,0,,99,Toronto Store,,WRISTBND,,2020/09/23,1
1000582305,FK0911,adidas Tennis Wristband (White),2020/09/12,,1,1,0,14.95,14.95,EACH,TRUE,TRUE,7.05,52.84,7.05,53,0,,99,Toronto Store,,WRISTBND,,2020/09/12,1
1000582097,DP0247_M,Adidas Women's  MCode Skirt (Black),2020/09/11,In-Store,1,1,0,74.95,74.95,EACH,TRUE,TRUE,39.95,46.7,39.95,47,0,1,99,Toronto Store,,WSKM,,2020/09/11,1
